Subject,Relationship,Object
Trauma REBOOT - Trauma Healing Courses (REBOOT),costs,Reduced Cost
Trauma REBOOT - Trauma Healing Courses (REBOOT),has_Google_Reviews,FALSE
Trauma REBOOT - Trauma Healing Courses (REBOOT),facebook_is,https://www.facebook.com/rebootrecovery/
Trauma REBOOT - Trauma Healing Courses (REBOOT),twitter_is,https://www.twitter.com/@rebootrecovery
Trauma REBOOT - Trauma Healing Courses (REBOOT),covers,This program covers residents of All US states and territories.
Trauma REBOOT - Trauma Healing Courses (REBOOT),24hours_status_is,TRUE
Trauma REBOOT - Trauma Healing Courses (REBOOT),has_a_Google_Rating_of,0
Trauma REBOOT - Trauma Healing Courses (REBOOT),offers,Course
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,residential housing
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,short-term housing
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,daily life skills
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,mental health care
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,counseling
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,financial education
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,navigating the system
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,case management
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,support network
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,skills & training
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),main_services_are,help find work
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),serves,young adults
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),serves,teens
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),serves,foster youth
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),serves,individuals
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),phone_number_is,909-906-1023
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),website_is,https://www.heartmattersffa.org/blank
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),eligibility_is,"This program serves ages 18-20 ½ years, that are dependents of Children and Family Services."
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),has_an_availability_status_of,available
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),description_is,"The Heart Matters FFA Transitional Housing Program for NMD’s serves 18-20 ½ year old youth, that are dependents of Children and Family Services. The program aids in finding stable and safe apartments and transitioning into adulthood. Each NMD is assigned an Evolution Coach, which work tirelessly to make sure that the youth receive the support necessary for them to live successfully on their own. This program provides:- Short-term housing with utilities - Stipends for groceries- Treatment planning- Life skills assessment of strengths and needs- Individualized life skills education and training- Employment assistance- Mental health services- Case management- Therapy- Educational assistance- Financial education and support When a young adult is placed in the program each individual is placed in a fully furnished apartment that is preferably located near their current place of employment or school. Each apartment is provided for the youth rent-free along with their utilities and stipends for groceries."
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),speaks,English
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),speaks,Spanish
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),costs,Free
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),has_Google_Reviews,FALSE
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),facebook_is,https://www.facebook.com/heartmattersffa/
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),covers,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA."
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),24hours_status_is,TRUE
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),has_a_Google_Rating_of,0
Transitional Housing Program for Non-Minor Dependents (The Heart Matters Foster Family Agency),offers,Therapy
Tobacco Cessation Text Messaging (Kick It California),main_services_are,addiction & recovery
Tobacco Cessation Text Messaging (Kick It California),main_services_are,substance abuse counseling
Tobacco Cessation Text Messaging (Kick It California),main_services_are,support network
Tobacco Cessation Text Messaging (Kick It California),main_services_are,virtual support
Tobacco Cessation Text Messaging (Kick It California),other_services_are,66819
Tobacco Cessation Text Messaging (Kick It California),serves,anyone in need
Tobacco Cessation Text Messaging (Kick It California),serves,adults
Tobacco Cessation Text Messaging (Kick It California),serves,young adults
Tobacco Cessation Text Messaging (Kick It California),serves,teens
Tobacco Cessation Text Messaging (Kick It California),serves,seniors
Tobacco Cessation Text Messaging (Kick It California),serves,limited english
Tobacco Cessation Text Messaging (Kick It California),serves,smoker
Tobacco Cessation Text Messaging (Kick It California),website_is,https://kickitca.org/
Tobacco Cessation Text Messaging (Kick It California),eligibility_is,This program serves anyone seeking support for quit smoking and leading healthier lives.
Tobacco Cessation Text Messaging (Kick It California),has_an_availability_status_of,available
Tobacco Cessation Text Messaging (Kick It California),description_is,"Kick It California provides texts each day during the first important weeks of quitting. The messages are tailored to help at critical points along the way, including useful tips for quitting and for staying quit.This program provides:- Virtual SupportA counselor will respond to questions within one business day. Text Quit smoking or Quit vaping to 66819."
Tobacco Cessation Text Messaging (Kick It California),speaks,Chinese
Tobacco Cessation Text Messaging (Kick It California),speaks,English
Tobacco Cessation Text Messaging (Kick It California),speaks,Korean
Tobacco Cessation Text Messaging (Kick It California),speaks,Spanish
Tobacco Cessation Text Messaging (Kick It California),speaks,Vietnamese
Tobacco Cessation Text Messaging (Kick It California),costs,Free
Tobacco Cessation Text Messaging (Kick It California),has_Google_Reviews,FALSE
Tobacco Cessation Text Messaging (Kick It California),facebook_is,https://www.facebook.com/nobutts.org
Tobacco Cessation Text Messaging (Kick It California),twitter_is,https://www.twitter.com/@1800NOBUTTS
Tobacco Cessation Text Messaging (Kick It California),covers,This program covers residents of the following states: CA.
Tobacco Cessation Text Messaging (Kick It California),24hours_status_is,TRUE
Tobacco Cessation Text Messaging (Kick It California),has_a_Google_Rating_of,0
Tobacco Cessation Text Messaging (Kick It California),offers,Textline
Therapy Services (Dr. Bergin Family Counseling Services),main_services_are,counseling
Therapy Services (Dr. Bergin Family Counseling Services),main_services_are,specialized therapy
Therapy Services (Dr. Bergin Family Counseling Services),main_services_are,group therapy
Therapy Services (Dr. Bergin Family Counseling Services),main_services_are,individual counseling
Therapy Services (Dr. Bergin Family Counseling Services),serves,all ages
Therapy Services (Dr. Bergin Family Counseling Services),serves,individuals
Therapy Services (Dr. Bergin Family Counseling Services),serves,families
Therapy Services (Dr. Bergin Family Counseling Services),serves,all mental health
Therapy Services (Dr. Bergin Family Counseling Services),phone_number_is,951-684-6684
Therapy Services (Dr. Bergin Family Counseling Services),website_is,https://drbergin.net/therapy-services/
Therapy Services (Dr. Bergin Family Counseling Services),is_located_at,"6800 Indiana Avenue #150, Riverside, CA 92504"
Therapy Services (Dr. Bergin Family Counseling Services),url_is_located_at,"https://www.google.com/maps/?q=6800+Indiana+Avenue,+Riverside,+CA+92504/"
Therapy Services (Dr. Bergin Family Counseling Services),has_an_availability_status_of,available
Therapy Services (Dr. Bergin Family Counseling Services),description_is,"Therapy Services help people learn how to deal more effectively with situations in their lives such as depression, addiction and substance abuse, stress, problems with self- esteem, grief, issues related to mental and emotional health, and relational problems.Therapy services offered:- Therapy for Adults- Therapy for Children- Therapy for Couples- Therapy for Families- Equine Assist Therapy- Animal Assist Therapy- Sand Tray Therapy- Play Therapy- Trauma / Attachment (EMDR)Experienced associates who work under supervision that are able to see clients on a cash paying bases for $50 a session."
Therapy Services (Dr. Bergin Family Counseling Services),speaks,English
Therapy Services (Dr. Bergin Family Counseling Services),costs,Reduced Cost
Therapy Services (Dr. Bergin Family Counseling Services),has_Google_Reviews,FALSE
